seller,seller_URL,items_no,sales_no,admirers_no,year_join,metrics
Cartersholaja,https://www.etsy.com/uk/shop/Cartersholaja?ref=shop-header-name&listing_id=1545376657&from_page=listing,110,6226,527,2022,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
CaseyReneeCosplay,https://www.etsy.com/uk/shop/CaseyReneeCosplay?ref=shop-header-name&listing_id=900301270&from_page=listing,17,1154,1124,2013,"['Smooth dispatch', 'Rave reviews']"
CastletownByFay,https://www.etsy.com/uk/shop/CastletownByFay?ref=shop-header-name&listing_id=1661266711&from_page=listing,25,1261,144,2021,None
CatalystLatexOnEtsy,https://www.etsy.com/uk/shop/CatalystLatexOnEtsy?ref=shop-header-name&listing_id=1653873494&from_page=listing,412,1118,17017,Not known,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
Catbox3D,https://www.etsy.com/uk/shop/Catbox3D?ref=shop-header-name&listing_id=1531529993&from_page=listing,60,8089,816,Not known,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
CatherDesign,https://www.etsy.com/uk/shop/CatherDesign?ref=shop-header-name&listing_id=1387829738&from_page=listing,58,1927,700,Not known,"['Smooth dispatch', 'Rave reviews']"
CatziasCollectibles,https://www.etsy.com/uk/shop/CatziasCollectibles?ref=shop-header-name&listing_id=153233121&from_page=listing,139,404,3920,Not known,"['Smooth dispatch', 'Rave reviews']"
CeredirCosplay,https://www.etsy.com/uk/shop/CeredirCosplay?ref=shop-header-name&listing_id=1386683812&from_page=listing,295,9379,813,2021,"['Speedy replies', 'Rave reviews']"
ChairandChisel,https://www.etsy.com/uk/shop/ChairandChisel?ref=shop-header-name&listing_id=863410452&from_page=listing,637,1739,4115,2016,"['Smooth dispatch', 'Rave reviews']"
ChameleonClothingAB,https://www.etsy.com/uk/shop/ChameleonClothingAB?ref=shop-header-name&listing_id=486596818&from_page=listing,108,25202,2313,Not known,"['Smooth dispatch', 'Rave reviews']"
ChaosCostumes,https://www.etsy.com/uk/shop/ChaosCostumes?ref=shop-header-name&listing_id=1363492241&from_page=listing,43,2267,27263,2011,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
CherryBeeDesign,https://www.etsy.com/uk/shop/CherryBeeDesign?ref=shop-header-name&listing_id=1074875067&from_page=listing,59,13583,221,Not known,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
CherrylocoJewellery,https://www.etsy.com/uk/shop/CherrylocoJewellery?ref=shop-header-name&listing_id=247461059&from_page=listing,540,66,9073,Not known,"['Smooth dispatch', 'Rave reviews']"
ChiblingProps,https://www.etsy.com/uk/shop/ChiblingProps?ref=shop-header-name&listing_id=644175128&from_page=listing,32,8962,1045,Not known,None
ChicNCraftyCo,https://www.etsy.com/shop/ChicNCraftyCo?ref=shop-header-name&listing_id=1675638620&from_page=listing,38,1872,16,Not known,None
ChieftainsLab,https://www.etsy.com/uk/shop/ChieftainsLab?ref=shop-header-name&listing_id=1403727210&from_page=listing,46,67,184,Not known,['Smooth dispatch']
ChilliCosplay,https://www.etsy.com/uk/shop/ChilliCosplay?ref=shop-header-name&listing_id=1157154529&from_page=listing,64,80,3058,2016,"['Speedy replies', 'Rave reviews']"
ChimeraWings,https://www.etsy.com/uk/shop/ChimeraWings?ref=shop-header-name&listing_id=1579649041&from_page=listing,11,10331,351,2021,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
ChimericalDragonfly,https://www.etsy.com/uk/shop/ChimericalDragonfly?ref=shop-header-name&listing_id=170358382&from_page=listing,72,311,13801,2011,None
ChloeLambertin,https://www.etsy.com/uk/shop/ChloeLambertin?ref=shop-header-name&listing_id=1443581383&from_page=listing,693,1070,867,2018,"['Smooth dispatch', 'Speedy replies']"
Chompworks,https://www.etsy.com/uk/shop/Chompworks?ref=shop-header-name&listing_id=736391312&from_page=listing,161,3177,8169,2014,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
ChowsEmporium,https://www.etsy.com/uk/shop/ChowsEmporium?ref=shop-header-name&listing_id=1345896312&from_page=listing,367,11161,11861,2017,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
ChriSekaiCosplay,https://www.etsy.com/uk/shop/ChriSekaiCosplay?ref=shop-header-name&listing_id=1291733636&from_page=listing,28,7155,162,2020,None
ChromatusWigs,https://www.etsy.com/uk/shop/ChromatusWigs?ref=shop-header-name&listing_id=1130742683&from_page=listing,13,455,527,Not known,None
CivvysMenagerie,https://www.etsy.com/uk/shop/CivvysMenagerie?ref=shop-header-name&listing_id=1112692603&from_page=listing,2,208,745,2021,['Rave reviews']
ClairesWigs,https://www.etsy.com/uk/shop/ClairesWigs?ref=shop-header-name&listing_id=879916966&from_page=listing,196,746,389,2020,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
ClockyStore,https://www.etsy.com/uk/shop/ClockyStore?ref=shop-header-name&listing_id=1668246378&from_page=listing,558,1150,118,Not known,None
ClothAce,https://www.etsy.com/uk/shop/ClothAce?ref=shop-header-name&listing_id=1345128652&from_page=listing,44,457,159,Not known,['Speedy replies']
CocoaDIYCrafts,https://www.etsy.com/uk/shop/CocoaDIYCrafts?ref=shop-header-name&listing_id=841733107&from_page=listing,805,256,3066,Not known,"['Smooth dispatch', 'Speedy replies']"
CodenameAlpacraft,https://www.etsy.com/uk/shop/CodenameAlpacraft?ref=shop-header-name&listing_id=1664704569&from_page=listing,33,21935,3369,2019,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
CokeCustom,https://www.etsy.com/uk/shop/CokeCustom?ref=shop-header-name&listing_id=1644698604&from_page=listing,18,2290,145,2022,['Smooth dispatch']
CollinsCreations3D,https://www.etsy.com/uk/shop/CollinsCreations3D?ref=shop-header-name&listing_id=1526606855&from_page=listing,234,605,989,2020,['Speedy replies']
ComicSandwiches,https://www.etsy.com/uk/shop/ComicSandwiches?ref=shop-header-name&listing_id=285910723&from_page=listing,38,2191,2670,2015,"['Speedy replies', 'Rave reviews']"
CosCosEars,https://www.etsy.com/uk/shop/CosCosEars?ref=shop-header-name&listing_id=1423665486&from_page=listing,58,2018,2971,2019,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
CosPatterns,https://www.etsy.com/uk/shop/CosPatterns?ref=shop-header-name&listing_id=885190524&from_page=listing,18,2301,263,2019,['Rave reviews']
CosPayton,https://www.etsy.com/uk/shop/CosPayton?ref=shop-header-name&listing_id=1151593585&from_page=listing,154,750,3166,2020,['Rave reviews']
Cose3D,https://www.etsy.com/de-en/shop/Cose3D?ref=shop-header-name&listing_id=1694900459&from_page=listing,12,5325,10,2022,"['Speedy replies', 'Rave reviews']"
CoserCity,https://www.etsy.com/uk/shop/CoserCity?ref=shop-header-name&listing_id=1673203221&from_page=listing,77,70,124,Not known,['Smooth dispatch']
CosfunStudio,https://www.etsy.com/uk/shop/CosfunStudio?ref=shop-header-name&listing_id=1599306123&from_page=listing,39,182,47,2023,['Smooth dispatch']
Coshoes,https://www.etsy.com/uk/shop/Coshoes?ref=shop-header-name&listing_id=1526538062&from_page=listing,95,258,1263,Not known,"['Smooth dispatch', 'Speedy replies']"
CoshopByCarrizma,https://www.etsy.com/uk/shop/CoshopByCarrizma?ref=shop-header-name&listing_id=1435270833&from_page=listing,102,4262,572,2021,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
CosmicPrintsUK,https://www.etsy.com/uk/shop/CosmicPrintsUK?ref=shop-header-name&listing_id=960938762&from_page=listing,65,1055,606,Not known,"['Smooth dispatch', 'Rave reviews']"
CosplayApprentice,https://www.etsy.com/uk/shop/CosplayApprentice?ref=shop-header-name&listing_id=864217995&from_page=listing,9,2007,396,Not known,None
CosplayArtWork,https://www.etsy.com/uk/shop/CosplayArtWork?ref=shop-header-name&listing_id=1657092805&from_page=listing,56,1016,881,2016,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
CosplayAttack,https://www.etsy.com/uk/shop/CosplayAttack?ref=shop-header-name&listing_id=1122792694&from_page=listing,44,409,1004,2014,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
CosplayCostumeLab,https://www.etsy.com/uk/shop/CosplayCostumeLab?ref=shop-header-name&listing_id=1385707535&from_page=listing,43,925,299,2019,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
CosplayDigitalSupply,https://www.etsy.com/uk/shop/CosplayDigitalSupply?ref=shop-header-name&listing_id=1626712704&from_page=listing,21,100,25,Not known,['Speedy replies']
CosplayEnterprises,https://www.etsy.com/uk/shop/CosplayEnterprises?ref=shop-header-name&listing_id=600206352&from_page=listing,110,61,656,2018,"['Speedy replies', 'Rave reviews']"
CosplayFX,https://www.etsy.com/uk/shop/CosplayFX?ref=shop-header-name&listing_id=676081890&from_page=listing,6,781,4014,2012,"['Speedy replies', 'Rave reviews']"
CosplayFantasew,https://www.etsy.com/uk/shop/CosplayFantasew?ref=shop-header-name&listing_id=959157124&from_page=listing,34,7578,1354,2019,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
CosplayGalaxy,https://www.etsy.com/uk/shop/CosplayGalaxy?ref=shop-header-name&listing_id=1544947528&from_page=listing,46,1411,2660,2017,['Rave reviews']
CosplayGearByRez,https://www.etsy.com/uk/shop/CosplayGearByRez?ref=shop-header-name&listing_id=1499352827&from_page=listing,9,1149,118,2022,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
CosplayLeeDee,https://www.etsy.com/uk/shop/CosplayLeeDee?ref=shop-header-name&listing_id=1405450887&from_page=listing,25,1272,235,2022,None
CosplayManiaShop,https://www.etsy.com/uk/shop/CosplayManiaShop?ref=shop-header-name&listing_id=706163138&from_page=listing,14,38,2996,2014,['Rave reviews']
CosplayPrintedUK,https://www.etsy.com/uk/shop/CosplayPrintedUK?ref=shop-header-name&listing_id=1577702526&from_page=listing,33,1240,106,Not known,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
CosplayStoryB,https://www.etsy.com/uk/shop/CosplayStoryB?ref=shop-header-name&listing_id=1678290634&from_page=listing,148,70,105,Not known,None
CosplayYou,https://www.etsy.com/uk/shop/CosplayYou?ref=shop-header-name&listing_id=1655968374&from_page=listing,10,35,4,Not known,None
CosplayYunkie,https://www.etsy.com/uk/shop/CosplayYunkie?ref=shop-header-name&listing_id=1546805087&from_page=listing,41,1,202,2023,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
Cosplayarmour,https://www.etsy.com/uk/shop/Cosplayarmour?ref=shop-header-name&listing_id=856964834&from_page=listing,27,463,2295,2015,None
CosplaybyLumi,https://www.etsy.com/uk/shop/CosplaybyLumi?ref=shop-header-name&listing_id=1359788347&from_page=listing,38,853,152,2022,None
CosplayhubStudio,https://www.etsy.com/uk/shop/CosplayhubStudio?ref=shop-header-name&listing_id=1678352998&from_page=listing,14,29,17,2024,None
CosplaymoodCreations,https://www.etsy.com/uk/shop/CosplaymoodCreations?ref=shop-header-name&listing_id=1384151135&from_page=listing,16,14,45,2022,None
Cosplaynia,https://www.etsy.com/de-en/shop/Cosplaynia?ref=shop-header-name&listing_id=1696216092&from_page=listing,5,4,10,Not known,None
Cosplayprintables,https://www.etsy.com/uk/shop/Cosplayprintables?ref=shop-header-name&listing_id=1038736581&from_page=listing,109,14,6736,2019,['Rave reviews']
Cosstarking,https://www.etsy.com/uk/shop/Cosstarking?ref=shop-header-name&listing_id=1615229095&from_page=listing,2,14100,3,Not known,"['Speedy replies', 'Rave reviews']"
Costronica,https://www.etsy.com/uk/shop/Costronica?ref=shop-header-name&listing_id=626087815&from_page=listing,15,13,4373,2018,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
CostumeEmpireUK,https://www.etsy.com/uk/shop/CostumeEmpireUK?ref=shop-header-name&listing_id=925443640&from_page=listing,43,15858,55,2020,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
CostumePatternStudio,https://www.etsy.com/sg-en/shop/CostumePatternStudio?ref=shop-header-name&listing_id=1585833730&from_page=listing,20,68,1457,2023,"['Speedy replies', 'Rave reviews']"
CostumeReplicaCave,https://www.etsy.com/uk/shop/CostumeReplicaCave?ref=shop-header-name&listing_id=496934610&from_page=listing,7,7374,3930,2015,['Rave reviews']
CottageEmporium,https://www.etsy.com/shop/CottageEmporium?ref=shop-header-name&listing_id=62069505&from_page=listing,11,672,6060,2010,['Smooth shipping']
CowbuttCrunchies,https://www.etsy.com/uk/shop/CowbuttCrunchies?ref=shop-header-name&listing_id=1383119766&from_page=listing,11,10698,426,Not known,['Rave reviews']
CraftCosplayShop,https://www.etsy.com/uk/shop/CraftCosplayShop?ref=shop-header-name&listing_id=945285066&from_page=listing,64,346,2925,2019,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
CraftShopMorgana,https://www.etsy.com/uk/shop/CraftShopMorgana?ref=shop-header-name&listing_id=1316587036&from_page=listing,15,11020,105,2022,['Rave reviews']
CraftedByBrix,https://www.etsy.com/uk/shop/CraftedByBrix?ref=shop-header-name&listing_id=1495324148&from_page=listing,21,93,318,Not known,"['Speedy replies', 'Rave reviews']"
CraftedJackets,https://www.etsy.com/uk/shop/CraftedJackets?ref=shop-header-name&listing_id=1245172391&from_page=listing,7,166,1430,2020,"['Speedy replies', 'Rave reviews']"
CraftsMonsterShop,https://www.etsy.com/uk/shop/CraftsMonsterShop?ref=shop-header-name&listing_id=1259201956&from_page=listing,13,1171,3024,2017,"['Smooth dispatch', 'Rave reviews']"
CrawdaddyCosplay,https://www.etsy.com/uk/shop/CrawdaddyCosplay?ref=shop-header-name&listing_id=1236731905&from_page=listing,62,827,1290,2021,['Rave reviews']
CreativeKastStudio,https://www.etsy.com/shop/CreativeKastStudio?ref=shop-header-name&listing_id=1696716275&from_page=listing,90,3901,33,2024,None
CreativeLieArt,https://www.etsy.com/de-en/shop/CreativeLieArt?ref=shop-header-name&listing_id=1389031929&from_page=listing,64,37,92,2022,['Smooth shipping']
CreativeStudioByNec,https://www.etsy.com/in-en/shop/CreativeStudioByNec?ref=shop-header-name&listing_id=1438232598&from_page=listing,103,939,16,2023,"['Speedy replies', 'Rave reviews']"
Creaturea,https://www.etsy.com/uk/shop/Creaturea?ref=shop-header-name&listing_id=1596792025&from_page=listing,0,475,0,Not known,None
Crimsonhandsfx,https://www.etsy.com/uk/shop/Crimsonhandsfx?ref=shop-header-name&listing_id=996210438&from_page=listing,40,0,3679,Not known,['Smooth dispatch']
CrownsOfTheRealm,https://www.etsy.com/uk/shop/CrownsOfTheRealm?ref=shop-header-name&listing_id=1594697416&from_page=listing,10,8227,320,Not known,None
CrystAAHHL,https://www.etsy.com/uk/shop/CrystAAHHL?ref=shop-header-name&listing_id=1294463352&from_page=listing,26,48,613,2018,['Rave reviews']
CrystalCosplayCloset,https://www.etsy.com/ca/shop/CrystalCosplayCloset?ref=shop-header-name&listing_id=1500304593&from_page=listing,24,493,267,2022,"['Speedy replies', 'Rave reviews']"
CueroReal,https://www.etsy.com/uk/shop/CueroReal?ref=shop-header-name&listing_id=1525098955&from_page=listing,366,187,412,Not known,None
CuppCreationsShop,https://www.etsy.com/uk/shop/CuppCreationsShop?ref=shop-header-name&listing_id=472257872&from_page=listing,70,658,1271,2016,"['Smooth dispatch', 'Rave reviews']"
CuriousFair,https://www.etsy.com/uk/shop/CuriousFair?ref=shop-header-name&listing_id=737494025&from_page=listing,26,1825,6382,2013,"['Smooth dispatch', 'Rave reviews']"
CustomCannons,https://www.etsy.com/uk/shop/CustomCannons?ref=shop-header-name&listing_id=977328524&from_page=listing,16,3051,981,2021,None
CustomCosplayArt,https://www.etsy.com/uk/shop/CustomCosplayArt?ref=shop-header-name&listing_id=1458744780&from_page=listing,15,127,81,2019,['Speedy replies']
CuteBeastCreations,https://www.etsy.com/uk/shop/CuteBeastCreations?ref=shop-header-name&listing_id=1352637451&from_page=listing,35,89,118,2021,None
CuteLegacyStore,https://www.etsy.com/uk/shop/CuteLegacyStore?ref=shop-header-name&listing_id=1540069760&from_page=listing,76,8,117,Not known,None
CyberGothicFactory,https://www.etsy.com/ca/shop/CyberGothicFactory?ref=shop-header-name&listing_id=799433452&from_page=listing,252,26,3119,2020,['Rave reviews']
CyperianDesigns,https://www.etsy.com/uk/shop/CyperianDesigns?ref=shop-header-name&listing_id=615898134&from_page=listing,15,5899,1285,2016,None
DBcosplaystore,https://www.etsy.com/uk/shop/DBcosplaystore?ref=shop-header-name&listing_id=1590700522&from_page=listing,19,109,37,2023,"['Speedy replies', 'Rave reviews']"
DESIREDFX,https://www.etsy.com/uk/shop/DESIREDFX?ref=shop-header-name&listing_id=1601583967&from_page=listing,44,9,386,2021,None
DONKEYWORKSStudio,https://www.etsy.com/uk/shop/DONKEYWORKSStudio?ref=shop-header-name&listing_id=1097363128&from_page=listing,5,2247,279,2021,['Rave reviews']
DOPONDCOS,https://www.etsy.com/uk/shop/DOPONDCOS?ref=shop-header-name&listing_id=1596407571&from_page=listing,52,384,187,2023,"['Smooth dispatch', 'Speedy replies']"
DTStudioDesign,https://www.etsy.com/uk/shop/DTStudioDesign?ref=shop-header-name&listing_id=1030280275&from_page=listing,93,448,4359,2019,['Smooth dispatch']
DaliLomo,https://www.etsy.com/de-en/shop/DaliLomo?ref=shop-header-name&listing_id=857189838&from_page=listing,57,5953,1078,2017,['Speedy replies']
DamaskWorkshop,https://www.etsy.com/uk/shop/DamaskWorkshop?ref=shop-header-name&listing_id=1552814961&from_page=listing,35,13132,578,2018,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
DancewearFashion,https://www.etsy.com/uk/shop/DancewearFashion?ref=shop-header-name&listing_id=1646191891&from_page=listing,139,896,999,2019,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
Dandinellie,https://www.etsy.com/uk/shop/Dandinellie?ref=shop-header-name&listing_id=791278459&from_page=listing,29,810,1006,Not known,['Rave reviews']
DapperRaptorStudios,https://www.etsy.com/uk/shop/DapperRaptorStudios?ref=shop-header-name&listing_id=386438998&from_page=listing,45,300,1979,2014,['Rave reviews']
DaringstarsStudios,https://www.etsy.com/uk/shop/DaringstarsStudios?ref=shop-header-name&listing_id=574414018&from_page=listing,63,4801,3806,Not known,['Rave reviews']
DarkRimShop,https://www.etsy.com/uk/shop/DarkRimShop?ref=shop-header-name&listing_id=1363640020&from_page=listing,42,3238,902,2008,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
DarkwearClothingCo,https://www.etsy.com/uk/shop/DarkwearClothingCo?ref=shop-header-name&listing_id=87459294&from_page=listing,57,1560,3620,Not known,"['Smooth dispatch', 'Rave reviews']"
DarmansProps,https://www.etsy.com/uk/shop/DarmansProps?ref=shop-header-name&listing_id=470823887&from_page=listing,387,6969,5511,Not known,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
